supplier,region,fiscal_year,fiscal_quarter,mill_produced_MT,mill_dispatched_MT,vaighai_offtake_est_MT,vaighai_purchased_MT,in_mir,in_purchase,our_share_of_dispatch_pct
Truth Fibers,Madurai,2026,FQ1,51.0,40.0,0.0,0.0,True,False,0.0
Truth Fibers,Madurai,2026,FQ2,89.0,86.0,0.0,0.0,True,False,0.0
Truth Fibers,Madurai,2026,FQ3,42.0,18.0,0.0,0.0,True,False,0.0
Truth Fibers,Madurai,2026,FQ4,104.0,112.0,39.0,17.485,True,True,34.82142857142857
Truth Fibers,Madurai,2027,FQ1,61.0,45.0,0.0,22.455,True,True,0.0
UNIQUE COCO PRODUCTS,Pollachi,2020,FQ1,0.0,0.0,0.0,44.11,False,True,
Udaya Coco Pith,Kangeyam,2024,FQ4,0.0,0.0,0.0,20.68,False,True,
Udhaya Coir,Salem,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Udhaya Coir,Salem,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Udhaya Coir,Salem,2021,FQ3,133.0,133.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2021,FQ4,604.0,510.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2022,FQ1,248.0,213.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2022,FQ2,228.0,89.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2022,FQ3,135.0,95.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2022,FQ4,50.0,50.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2023,FQ2,45.0,20.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2023,FQ3,124.0,59.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2023,FQ4,190.0,93.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2024,FQ1,166.0,188.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2024,FQ2,167.0,240.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2024,FQ3,107.0,72.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2024,FQ4,137.0,112.0,21.0,0.0,True,False,18.75
Udhaya Coir,Salem,2025,FQ1,92.0,49.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2025,FQ2,98.0,86.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2025,FQ3,44.0,58.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2025,FQ4,159.0,169.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2026,FQ1,121.0,121.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2026,FQ2,98.0,98.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2026,FQ3,50.0,50.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2026,FQ4,60.0,50.0,0.0,0.0,True,False,0.0
Udhaya Coir,Salem,2027,FQ1,75.0,75.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2022,FQ1,0.0,0.0,0.0,13.485,True,True,
Udhayam Coir & Fiber,Peravurani,2022,FQ2,0.0,0.0,0.0,12.9,True,True,
Udhayam Coir & Fiber,Peravurani,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2022,FQ4,8.0,0.0,0.0,12.96,True,True,
Udhayam Coir & Fiber,Peravurani,2023,FQ2,37.0,37.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2023,FQ3,23.0,13.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2023,FQ4,47.0,25.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2024,FQ1,48.0,42.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2024,FQ2,21.0,6.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2024,FQ3,0.0,5.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2024,FQ4,22.0,37.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2025,FQ1,2.0,13.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2025,FQ2,18.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2025,FQ4,24.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2026,FQ1,21.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2026,FQ2,14.0,12.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
Udhayam Coir & Fiber,Peravurani,2026,FQ4,22.0,12.0,0.0,0.0,True,False,0.0
Udhayam Coir & Fiber,Peravurani,2027,FQ1,18.0,13.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2021,FQ3,20.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2021,FQ4,102.0,102.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2022,FQ1,27.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2022,FQ2,99.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2022,FQ4,20.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2023,FQ4,20.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2024,FQ2,20.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2024,FQ4,65.0,40.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2025,FQ1,43.0,43.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
Udyam Coirs,Kangeyam,2026,FQ4,20.0,20.0,0.0,0.0,True,False,0.0
Udyam Coirs,Kangeyam,2027,FQ1,176.0,75.0,25.0,0.0,True,False,33.33333333333333
Unic Coir Product,Salem,2023,FQ4,0.0,0.0,0.0,23.61,False,True,
"Unique Coco Pith Products,Dindigul",Madurai,2014,FQ4,0.0,0.0,0.0,81.32000000000001,False,True,
"Unique Coco Pith Products,Dindigul",Madurai,2015,FQ1,0.0,0.0,0.0,127.30000000000001,False,True,
"Unique Coco Pith Products,Dindigul",Madurai,2015,FQ3,0.0,0.0,0.0,0.686,False,True,
"Unique Coco Pith Products,Dindigul",Madurai,2015,FQ4,0.0,0.0,0.0,34.31,False,True,
Unique Coirs - Prabu Coir,Salem,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2021,FQ2,30.0,30.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2021,FQ3,29.0,22.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2021,FQ4,684.0,609.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2022,FQ1,224.0,210.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2022,FQ2,272.0,147.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2022,FQ3,75.0,75.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2022,FQ4,50.0,25.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2023,FQ2,22.0,22.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2023,FQ3,10.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2023,FQ4,70.0,50.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2024,FQ1,25.0,25.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2024,FQ2,6.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2025,FQ2,54.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2025,FQ3,6.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2026,FQ1,25.0,25.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2026,FQ3,25.0,25.0,0.0,0.0,True,False,0.0
Unique Coirs - Prabu Coir,Salem,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
Unique Coirs - Prabu Coir,Salem,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
"Unique Sugars Ltd.,",UNKNOWN,2015,FQ2,0.0,0.0,0.0,48.0,False,True,
"Universal Starch-Chem Allied ltd.,",UNKNOWN,2015,FQ2,0.0,0.0,0.0,161.5,False,True,
"Universal Starch-Chem Allied ltd.,",UNKNOWN,2015,FQ3,0.0,0.0,0.0,38.0,False,True,
Unmaai Fibers,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2021,FQ3,60.0,32.0,32.0,0.0,True,False,100.0
Unmaai Fibers,Madurai,2021,FQ4,10.0,8.0,8.0,0.0,True,False,100.0
Unmaai Fibers,Madurai,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Madurai,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Unmaai Fibers,Pollachi,2021,FQ3,5.0,0.0,0.0,0.0,True,False,
Uthayam Fibers,Peravurani,2021,FQ1,22.0,22.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2021,FQ2,68.0,28.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2021,FQ3,22.0,22.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2021,FQ4,81.0,56.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2022,FQ1,125.0,87.0,14.0,0.0,True,False,16.091954022988507
Uthayam Fibers,Peravurani,2022,FQ2,157.0,255.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2022,FQ3,81.0,66.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthayam Fibers,Peravurani,2023,FQ2,75.0,75.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2023,FQ3,85.0,55.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2023,FQ4,190.0,120.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2024,FQ1,154.0,114.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2024,FQ2,195.0,140.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2024,FQ3,23.0,13.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2024,FQ4,210.0,180.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2025,FQ1,120.0,100.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2025,FQ2,90.0,80.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2025,FQ3,0.0,13.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2025,FQ4,30.0,15.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Peravurani,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthayam Fibers,Peravurani,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthayam Fibers,Peravurani,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthayam Fibers,Peravurani,2027,FQ1,20.0,20.0,0.0,0.0,True,False,0.0
Uthayam Fibers,Pollachi,2021,FQ3,0.0,0.0,0.0,59.19,False,True,
Uthayam Fibers,Pollachi,2022,FQ1,0.0,0.0,0.0,40.12,False,True,
Uthayam Fibers,Pollachi,2022,FQ4,0.0,0.0,0.0,127.36,False,True,
Uthayam Fibers,Pollachi,2023,FQ1,0.0,0.0,0.0,57.02,False,True,
Uthayam Fibers,Pollachi,2023,FQ4,0.0,0.0,0.0,70.63,False,True,
Uthayam Fibers,Pollachi,2024,FQ1,0.0,0.0,0.0,31.53,False,True,
Uthayam Fibers,Pollachi,2024,FQ2,0.0,0.0,0.0,43.95,False,True,
Uthayam Fibers,Pollachi,2024,FQ3,0.0,0.0,0.0,24.36,False,True,
Uthayam Fibers,Pollachi,2024,FQ4,0.0,0.0,0.0,56.45,False,True,
Uthayam Fibers,Pollachi,2025,FQ1,0.0,0.0,0.0,60.19,False,True,
Uthayam Fibers,Pollachi,2025,FQ3,0.0,0.0,0.0,22.3,False,True,
Uthayam Fibers,Pollachi,2025,FQ4,0.0,0.0,0.0,239.07999999999998,False,True,
Uthayam Fibers,Pollachi,2026,FQ1,0.0,0.0,0.0,65.96000000000001,False,True,
Uthayam Fibers,Pollachi,2026,FQ4,0.0,0.0,0.0,48.230000000000004,False,True,
Uthis Coir,Pollachi,2016,FQ4,0.0,0.0,0.0,22.35,False,True,
Uthis Coir,Pollachi,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2022,FQ2,5.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2023,FQ4,90.0,10.0,0.0,0.0,True,False,0.0
Uthis Coir,Pollachi,2024,FQ1,10.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2024,FQ2,20.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2024,FQ4,10.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2025,FQ1,20.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2025,FQ3,7.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2025,FQ4,20.0,23.0,0.0,0.0,True,False,0.0
Uthis Coir,Pollachi,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthis Coir,Pollachi,2026,FQ4,22.0,22.0,22.0,0.0,True,False,100.0
Uthis Coir,Pollachi,2027,FQ1,44.0,45.0,20.0,0.0,True,False,44.44444444444444
Uthraa Export,Kangeyam,2024,FQ1,0.0,0.0,0.0,31.23,False,True,
Uthraa Export,Madurai,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2024,FQ1,23.0,31.0,31.0,0.0,True,False,100.0
Uthraa Export,Madurai,2024,FQ2,31.0,43.0,0.0,0.0,True,False,0.0
Uthraa Export,Madurai,2024,FQ3,0.0,10.0,10.0,0.0,True,False,100.0
Uthraa Export,Madurai,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2025,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2026,FQ1,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2026,FQ2,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2026,FQ3,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
Uthraa Export,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
V Coir,Madurai,2023,FQ2,0.0,0.0,0.0,88.25,False,True,
V Coir,Madurai,2023,FQ3,0.0,0.0,0.0,17.22,False,True,
V Coir,Madurai,2026,FQ4,0.0,0.0,0.0,20.44,False,True,
V Coir,Peravurani,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2023,FQ2,50.0,16.0,16.0,0.0,True,False,100.0
V Coir,Peravurani,2023,FQ3,44.0,17.0,17.0,0.0,True,False,100.0
V Coir,Peravurani,2023,FQ4,104.0,55.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2024,FQ1,8.0,8.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2024,FQ2,78.0,67.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2024,FQ3,30.0,38.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2024,FQ4,191.0,132.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2025,FQ1,93.0,79.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2025,FQ2,112.0,59.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2025,FQ3,8.0,13.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2025,FQ4,26.0,26.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2026,FQ1,55.0,47.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2026,FQ2,13.0,13.0,0.0,0.0,True,False,0.0
V Coir,Peravurani,2026,FQ3,15.0,0.0,0.0,0.0,True,False,
V Coir,Peravurani,2026,FQ4,162.0,139.0,20.0,0.0,True,False,14.388489208633093
V Coir,Peravurani,2027,FQ1,127.0,128.0,0.0,0.0,True,False,0.0
V Star Coirs,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2024,FQ4,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2025,FQ1,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2025,FQ3,35.0,35.0,0.0,0.0,True,False,0.0
V Star Coirs,Madurai,2025,FQ4,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2026,FQ1,35.0,35.0,0.0,0.0,True,False,0.0
V Star Coirs,Madurai,2026,FQ2,30.0,30.0,0.0,0.0,True,False,0.0
V Star Coirs,Madurai,2026,FQ3,15.0,15.0,0.0,0.0,True,False,0.0
V Star Coirs,Madurai,2026,FQ4,0.0,0.0,0.0,0.0,True,False,
V Star Coirs,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
"V.G.P.Golden Coirs,Pollachi",Pollachi,2016,FQ2,0.0,0.0,0.0,37.900000000000006,False,True,
"V.G.P.Golden Coirs,Pollachi",Pollachi,2016,FQ3,0.0,0.0,0.0,3.27,False,True,
"V.G.P.Golden Coirs,Pollachi",Pollachi,2017,FQ1,0.0,0.0,0.0,40.9,False,True,
V.S.Exports,Pollachi,2022,FQ2,0.0,0.0,0.0,22.42,False,True,
V.S.Fibre,Pollachi,2022,FQ4,0.0,0.0,0.0,22.41,False,True,
VGV Traders,Madurai,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2021,FQ4,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2022,FQ2,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2024,FQ2,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2024,FQ3,0.0,0.0,0.0,0.0,True,False,
VGV Traders,Madurai,2024,FQ4,73.0,73.0,47.0,34.959999999999994,True,True,64.38356164383562
VGV Traders,Madurai,2025,FQ1,23.0,21.0,21.0,32.93,True,True,100.0
VGV Traders,Madurai,2025,FQ2,32.0,42.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2025,FQ3,14.0,16.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2025,FQ4,52.0,52.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2026,FQ1,11.0,16.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2026,FQ2,24.0,11.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2026,FQ3,18.0,10.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2026,FQ4,13.0,20.0,0.0,0.0,True,False,0.0
VGV Traders,Madurai,2027,FQ1,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2020,FQ4,0.0,0.0,0.0,55.43,False,True,
VICTORY Coir,Kangeyam,2021,FQ1,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2021,FQ2,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2021,FQ3,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2021,FQ4,25.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2022,FQ1,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2022,FQ2,35.0,20.0,0.0,0.0,True,False,0.0
VICTORY Coir,Kangeyam,2022,FQ3,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2022,FQ4,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2023,FQ2,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2023,FQ3,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2023,FQ4,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2024,FQ1,0.0,0.0,0.0,0.0,True,False,
VICTORY Coir,Kangeyam,2024,FQ2,0.0,0.0,0.0,20.11,True,True,
VICTORY Coir,Kangeyam,2024,FQ3,0.0,0.0,0.0,5.49,True,True,
VICTORY Coir,Kangeyam,2024,FQ4,0.0,0.0,0.0,9.07,True,True,
VICTORY Coir,Kangeyam,2025,FQ2,0.0,0.0,0.0,0.0,True,False,
